,DesignId,Knit Per cm,Stretch,Courses,PRL,PRW,NeedleSetup,NoBands,YarnType,Count,MperRepeat,Percentage,FRJ,FRP,FRL,MC type
293,D01047,38,0.6,440.0,115.0,230.0,256,12,Yarn22,660.0,10.26,1.79,1020,330,190,TX
294,D01047,38,0.6,440.0,115.0,230.0,256,12,Yarn26,44.0,2249.09,26.22,1020,330,190,TX
295,D01047,38,0.6,440.0,115.0,230.0,256,12,Yarn30,44.0,54.0,0.63,1020,330,190,TX
296,D01047,38,0.6,440.0,115.0,230.0,256,12,Yarn31,44.0,48.0,0.56,1020,330,190,TX
297,D01047,38,0.6,440.0,115.0,230.0,256,12,Yarn32,110.0,6.84,0.2,1020,330,190,TX
298,D01098,38,0.6,490.0,127.0,170.0,192,16,Yarn1,312.0,224.8,18.86,1210,320,215,TX
299,D01098,38,0.6,490.0,127.0,170.0,192,16,Yarn5,45.0,42.57,0.52,1210,320,215,TX
300,D01098,38,0.6,490.0,127.0,170.0,192,16,Yarn7,156.0,504.1,21.14,1210,320,215,TX
301,D01098,38,0.6,490.0,127.0,170.0,192,16,Yarn14,168.0,32.27,1.46,1210,320,215,TX
302,D01098,38,0.6,490.0,127.0,170.0,192,16,Yarn15,78.0,151.9,3.19,1210,320,215,TX
303,D01098,38,0.6,490.0,127.0,170.0,192,16,Yarn19,44.0,1196.0,14.15,1210,320,215,TX
304,D01098,38,0.6,490.0,127.0,170.0,192,16,Yarn25,44.0,2393.0,38.63,1210,320,215,TX
305,D01098,38,0.6,490.0,127.0,170.0,192,16,Yarn27,468.0,8.52,1.07,1210,320,215,TX
306,D01098,38,0.6,490.0,127.0,170.0,192,16,Yarn30,178.3,590.5,1.0,1210,320,215,TX
307,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn1,312.0,8.74,4.85,1010,300,180,TX
308,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn5,45.0,7.82,0.62,1010,300,180,TX
309,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn7,156.0,101.62,28.22,1010,300,180,TX
310,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn14,78.0,25.96,3.6,1010,300,180,TX
311,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn19,44.0,233.26,18.27,1010,300,180,TX
312,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn22,468.0,3.2,2.67,1010,300,180,TX
313,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn26,44.0,493.81,38.68,1010,300,180,TX
314,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn30,44.0,18.0,1.41,1010,300,180,TX
315,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn31,44.0,8.0,0.62,1010,300,180,TX
316,D01118,42,0.6,104.0,26.0,170.0,192,16,Yarn32,110.0,5.39,1.06,1010,300,180,TX
