DesignId,PRL,PRW,Stretch,FRJ,FRP,FRL,MC type
D00346,91,230,0.7,1200,0,180,JQ
D00346,88,235,0.7,1200,330,175,JQ
D00346,88,225,0.7,1230,320,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,90,225,0.7,1220,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,0,176,JQ
D00346,90,230,0.7,1150,340,180,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,90,230,0.7,1150,340,190,JQ
D00346,90,230,0.7,1150,340,190,JQ
D00346,90,230,0.7,1170,340,190,JQ
D00346,88,230,0.7,1170,340,190,JQ
D00346,90,230,0.7,1160,345,195,JQ
D00346,85,220,0.7,1170,340,190,JQ
D00346,85,220,0.7,1170,340,190,JQ
D00346,85,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,230,0.7,1180,345,180,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,340,180,JQ
D00346,85,225,0.75,1180,340,190,JQ
D00346,85,225,0.75,1195,341,185,JQ
D00346,83,225,0.75,1195,342,185,JQ
D00346,85,220,0.7,1195,342,185,JQ
D00346,83,220,0.7,1195,340,180,JQ
D00346,83,220,0.7,1195,340,185,JQ
D00346,83,220,0.7,1195,340,185,JQ
D00346,83,220,0.7,1190,345,185,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,83,220,0.7,1190,340,180,JQ
D00346,83,220,0.7,1190,340,230,JQ
D00346,83,220,0.7,1190,340,235,JQ
D00346,83,220,0.7,1190,340,230,JQ
D00346,83,220,0.7,1190,0,180,JQ
D00346,83,220,0.7,1190,0,180,JQ
D00346,83,220,0.7,1190,0,180,JQ
D00346,83,220,0,1190,0,0,JQ
D00346,83,220,0.7,1190,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,83,220,0.7,1180,0,230,JQ
D00346,83,220,0.7,1180,0,230,JQ
D00346,83,225,0.7,1180,0,245,JQ
D00346,83,220,0.7,1190,0,245,JQ
D00346,96,225,0.7,1180,0,230,JQ
D00346,83,220,0.7,1180,0,230,JQ
D00346,83,220,0.7,1180,0,230,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,230,0.7,1150,330,180,JQ
D00346,88,230,0.7,1165,330,180,JQ
D00346,88,230,0.7,1175,340,180,JQ
D00346,95,230,0.7,1160,345,195,JQ
D00346,90,230,0.7,1160,345,185,JQ
D00346,85,220,0.7,1175,345,185,JQ
D00346,85,220,0.7,1175,345,185,JQ
D00346,85,220,0.7,1175,345,180,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,88,220,0.7,1200,325,180,JL
D00346,85,230,0.7,1170,0,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,220,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,85,220,0.7,1170,0,180,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,185,JQ
D00346,88,225,0.75,1210,330,185,JQ
D00346,88,225,0.7,1200,330,195,JQ
D00346,90,230,0.7,1150,340,195,JQ
D00346,85,220,0.7,1140,340,185,JQ
D00346,85,220,0.7,1140,340,185,JQ
D00346,85,220,0.7,1140,340,185,JQ
D00346,82,220,0.7,1150,340,180,JQ
D00346,82,220,0.7,1150,340,180,JQ
D00346,85,220,0.7,1170,0,180,JQ
D00346,85,220,0.7,1150,340,180,JQ
D00346,82,220,0.7,1165,340,170,JQ
D00346,82,220,0.7,1165,340,175,JQ
D00346,82,220,0.7,1165,340,175,JQ
D00346,82,225,0.7,1195,340,185,JQ
D00346,83,220,0.7,1195,340,185,JQ
D00346,82,220,0.7,1195,340,180,JQ
D00346,83,220,0.7,1195,340,180,JQ
D00346,83,220,0.7,1195,340,180,JQ
D00346,83,220,0.7,1195,340,180,JQ
D00346,85,220,0.7,1170,0,180,JQ
D00346,83,220,0.7,1195,340,180,JQ
D00346,83,220,0.7,1195,340,180,JQ
D00346,83,220,0.7,1190,340,180,JQ
D00346,83,220,0.7,1190,345,180,JQ
D00346,83,220,0.7,1190,340,180,JQ
D00346,85,220,0.7,1175,350,180,JQ
D00346,83,220,0.7,1175,350,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,230,0.7,1170,0,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1180,345,180,JQ
D00346,83,220,0.7,1170,0,180,JQ
D00346,83,220,0.7,1180,345,235,JQ
D00346,83,220,0.7,1170,325,235,JQ
D00346,83,220,0.7,1170,325,245,JQ
D00346,83,220,0.7,1170,325,245,JQ
D00346,83,220,0.7,1170,325,240,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1200,330,175,JQ
D00346,88,225,0.7,1150,340,180,JQ
D00346,90,230,0.7,1150,340,180,JQ
D00346,83,220,0.7,1170,0,180,JQ
D00346,90,230,0.7,1150,340,180,JQ
D00346,90,230,0.7,1150,340,180,JQ
D00346,90,230,0.7,1150,340,195,JQ
D00346,85,220,0.7,1160,340,180,JQ
D00346,85,220,0.7,1160,340,185,JQ
D00346,85,220,0.7,1165,340,180,JQ
D00346,85,220,0.7,1165,340,180,JQ
D00346,85,220,0.7,1165,340,180,JQ
D00346,85,220,0.7,1175,350,180,JQ
D00346,83,220,0.7,1175,350,180,JQ
D00346,85,220,0.7,1185,0,180,JQ
D00346,83,220,0.7,1175,350,180,JQ
D00346,83,220,0.7,1175,350,180,JQ
D00346,83,220,0.7,1175,350,180,JQ
D00346,83,225,0.7,1175,350,180,JQ
D00346,83,220,0.7,1175,340,180,JQ
D00346,83,220,0.7,1175,350,180,JQ
D00346,83,220,0.7,1175,350,180,JQ
D00346,83,220,0.7,1175,350,180,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,83,220,0.7,1185,0,180,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,91,225,0.7,1200,0,185,JQ
D00346,89,225,0.7,1210,0,175,JQ
D00346,88,225,0.7,1210,0,180,JQ
D00346,90,225,0.7,1150,0,180,JQ
D00346,90,225,0.7,1150,0,185,JQ
D00346,90,225,0.7,1185,0,185,JQ
D00346,90,225,0.7,1190,0,185,JQ
D00346,90,225,0.7,1150,0,185,JQ
D00346,90,225,0.7,1160,370,185,JQ
D00346,83,220,0.7,1185,0,177,JQ
D00346,88,225,0.7,1170,400,180,JQ
D00346,80,220,0.7,1160,400,190,JQ
D00346,90,220,0.7,1160,400,195,JQ
D00346,85,220,0.7,1160,400,195,JQ
D00346,85,220,0.7,1175,400,195,JQ
D00346,85,220,0.7,1175,400,180,JQ
D00346,85,220,0.7,1175,400,180,JQ
D00346,85,220,0.7,1175,400,180,JQ
D00346,85,220,0.7,1175,400,180,JQ
D00346,85,220,0.7,1175,400,180,JQ
D00346,100,222,0.7,1200,315,180,JL
D00346,83,220,0.7,1185,0,177,JQ
D00346,77,220,0.7,1170,400,180,JQ
D00346,87,220,0.7,1175,400,180,JQ
D00346,83,220,0.7,1175,400,180,JQ
D00346,83,220,0.7,1175,400,180,JQ
D00346,83,220,0.7,1175,400,180,JQ
D00346,83,220,0.7,1175,400,180,JQ
D00346,83,220,0.7,1175,0,180,JQ
D00346,83,210,0.7,1175,0,180,JQ
D00346,83,220,0.7,1175,0,180,JQ
D00346,83,220,0.7,1175,0,180,JQ
D00346,83,220,0.7,1185,0,180,JQ
D00346,83,220,0.7,1175,0,180,JQ
D00346,83,220,0.7,1175,0,180,JQ
D00346,83,220,0.7,1175,0,180,JQ
D00346,83,220,0.7,1175,0,235,JQ
D00346,83,220,0.7,1175,0,235,JQ
D00346,83,220,0.7,1185,0,235,JQ
D00346,83,220,0.7,1200,0,230,JQ
D00346,85,220,0.7,1160,440,185,JQ
D00346,85,220,0.7,1160,0,185,JQ
D00346,82,220,0.7,1160,0,175,JQ
D00346,83,220,0.7,1185,0,180,JQ
D00346,82,220,0.7,1170,0,175,JQ
D00346,82,220,0.7,1170,0,175,JQ
D00346,82,220,0.7,1170,0,175,JQ
D00346,82,220,0.7,1170,0,175,JQ
D00346,82,220,0.7,1170,0,175,JQ
D00346,82,220,0.7,1170,0,175,JQ
D00346,82,220,0.7,1170,0,175,JQ
D00346,83,220,0.7,1170,0,175,JQ
D00346,83,220,0.7,1170,0,175,JQ
D00346,83,220,0.7,1170,0,175,JQ
D00346,83,220,0.7,1185,0,180,JQ
D00346,83,220,0.7,1170,0,175,JQ
D00346,83,220,0.7,1170,0,175,JQ
D00346,83,220,0.7,1170,0,175,JQ
D00346,62,235,0.7,1170,0,175,JQ
D00346,63,230,0.7,1180,0,180,JQ
D00346,80,220,0.7,1180,0,210,JQ
D00346,83,220,0.7,1180,0,215,JQ
D00346,83,220,0.7,1190,0,235,JQ
D00346,83,220,0.7,1180,0,235,JQ
D00346,83,220,0.7,1180,0,230,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,230,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1185,345,180,JQ
D00346,83,220,0.7,1185,345,235,JQ
D00346,83,220,0.7,1185,345,235,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,84,225,0.7,1200,0,185,JQ
D00346,88,225,0.7,1200,0,195,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,88,225,0.7,1200,0,195,JQ
D00346,88,225,0.7,1200,0,195,JQ
D00346,88,225,0.7,1200,0,195,JQ
D00346,83,200,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,87,225,0.7,1200,0,195,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,85,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,170,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,175,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,235,JQ
D00346,83,220,0.7,1180,0,235,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,235,JQ
D00346,83,220,0.7,1180,0,230,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,180,JQ
D00346,88,220,0.7,1200,315,180,JL
D00346,83,220,0.7,1180,0,180,JQ
D00346,83,220,0.7,1180,0,223,JQ
D00346,96,325,0.65,1140,365,195,JQ
D00346,88,220,0.7,1150,345,180,JQ
D00346,91,235,0.7,1200,0,170,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,88,225,0.7,1200,0,175,JQ
D00346,88,220,0.7,120,315,180,JL
D00346,88,225,0.7,1200,0,175,JQ
D00346,90,225,0.7,1150,0,180,JQ
D00346,88,225,0.7,1150,0,180,JQ
D00346,88,225,0.7,1150,0,180,JQ
D00346,90,225,0.7,1150,0,180,JQ
D00346,88,225,0.7,1150,0,190,JQ
D00346,88,225,0.7,1150,0,190,JQ
D00346,90,225,0.7,1150,0,195,JQ
D00346,85,220,0.7,1150,0,190,JQ
D00346,85,220,0.7,1150,0,190,JQ
D00346,77,220,0.7,1190,315,170,JL
D00346,83,220,0.7,1170,0,180,JQ
D00346,83,220,0.7,1170,0,180,JQ
D00346,85,220,0.7,1190,0,180,JQ
D00346,83,220,0.7,1190,0,180,JQ
D00346,83,220,0.7,1190,0,180,JQ
D00346,87,220,0.7,1190,0,230,JQ
D00346,83,220,0.7,1190,0,230,JQ
D00346,83,220,0.7,1190,0,230,JQ
D00346,83,220,0.7,1190,0,230,JQ
D00346,83,220,0.7,1190,0,230,JQ
D00346,77,220,0.7,1190,315,170,JL
D00346,83,220,0.7,1190,0,235,JQ
D00346,83,220,0.7,1190,0,235,JQ
D00346,83,230,0.75,1120,0,180,JQ
D00346,83,230,0.7,1170,0,180,JQ
D00346,83,220,0.7,1170,0,180,JQ
D00346,83,220,0.7,1170,0,180,JQ
D00346,77,220,0.7,1170,345,180,JQ
D00346,83,220,0.7,1180,350,180,JQ
D00346,83,220,0.7,1180,350,180,JQ
D00346,86,220,0.7,1175,345,180,JQ
D00346,77,220,0.7,1190,315,230,JL
D00346,85,230,0.7,1175,350,170,JQ
D00346,80,225,0.7,1185,340,165,JQ
D00346,83,220,0.7,1200,340,180,JQ
D00346,83,220,0.7,1200,340,180,JQ
D00346,83,220,0.7,1200,340,180,JQ
D00346,83,220,0.7,1200,340,180,JQ
D00346,87,220,0.7,1200,340,185,JQ
D00346,87,220,0.8,1200,340,190,JQ
D00346,83,220,0.7,1200,340,185,JQ
D00346,83,220,0.7,1200,340,185,JQ
D00346,80,225,0.7,1200,380,180,JQ
D00346,83,220,0.7,1200,340,185,JQ
D00346,83,220,0.7,1200,340,185,JQ
D00346,83,220,0.7,1200,340,185,JQ
D00346,83,220,0.7,1200,340,185,JQ
D00346,83,220,0.7,1200,340,185,JQ
D00346,83,220,0.7,1175,345,180,JQ
D00346,83,220,0.7,1200,340,185,JQ
D00346,83,220,0.7,1200,340,235,JQ
D00346,83,220,0.7,1180,340,230,JQ
D00346,90,228,0.7,1175,350,180,JQ
D00349,65,30,0.6,1100,370,170,JQ
D00350,110,190,0.7,1180,300,165,JQ
D00350,80,205,0.7,1250,410,205,JQ
D00350,80,205,0.7,1260,410,205,JQ
D00350,85,210,0.8,1300,410,205,JQ
D00350,80,205,0.7,1250,410,205,JQ
D00350,118,205,0.6,1105,330,170,JQ
D00350,120,210,0.6,1095,340,1750,JQ
D00350,130,210,0.75,1095,340,190,JQ
D00350,120,210,0.7,1105,330,170,JQ
D00350,120,210,0.8,1115,325,170,JQ
D00350,120,210,0.8,1115,325,170,JQ
D00350,115,190,0.7,1165,295,170,JQ
D00350,115,220,0.8,1105,330,170,JQ
D00350,110,210,0.8,1105,320,170,JQ
D00350,110,210,0.8,1105,320,170,JQ
D00350,120,210,0.6,1115,325,170,JQ
D00350,120,215,0.6,1130,310,170,JQ
D00350,120,220,0.6,1115,315,160,JQ
D00350,115,210,0.8,1105,325,170,JQ
D00350,120,210,0.8,1105,330,170,JQ
D00350,80,228,0.6,1300,400,175,JQ
D00350,80,230,0.6,1280,410,185,JQ
D00350,77,205,0.7,1270,410,195,JQ
D00355,80,230,0.6,1250,420,170,JQ
D00355,70,160,0.5,1050,450,240,JQ
D00355,70,180,1,1390,550,210,JQ
D00355,76,160,0.9,1260,475,250,JQ
D00355,100,230,0.6,1400,575,250,JQ
D00355,90,220,0.6,1400,550,230,JQ
D00355,70,195,1,1400,550,220,JQ
D00355,70,190,0.9,1400,550,220,JQ
D00355,76,195,0.8,1230,0,230,JQ
D00355,76,195,0.8,1230,0,230,JQ
D00355,76,195,0.9,1230,0,230,JQ
D00355,80,225,0.6,1250,420,180,JQ
D00355,84,220,0.6,1230,0,230,JQ
D00355,70,170,1.1,1400,0,220,JQ
D00355,80,270,0.6,1210,440,180,JQ
D00355,73,205,0.8,1210,410,175,JQ
D00355,85,190,0.6,1280,420,210,JQ
D00355,83,195,0.6,1260,450,210,JQ
D00355,84,210,0.6,1260,475,210,JQ
D00355,68,167,0.8,1250,490,210,JQ
D00355,70,170,0.8,1250,510,210,JQ
D00356,70,190,0.9,1400,0,220,JQ
D00356,70,190,0.9,1400,0,220,JQ
D00356,70,190,0.9,1400,0,220,JQ
D00356,80,190,0.6,1400,0,220,JQ
D00356,70,190,0.9,1400,0,220,JQ
D00356,70,190,0.9,1400,0,220,JQ
D00357,115,230,0.6,1040,0,200,JQ
D00357,95,200,0.6,1040,0,200,JQ
D00357,104,205,0.6,1040,0,220,JQ
D00358,100,215,0.8,1080,340,150,JQ
D00366,130,100,0.6,1100,350,175,JQ
D00366,120,100,0.6,1110,345,165,JQ
D00366,112,100,0.6,1110,355,155,JQ
D00366,100,95,0.8,1110,355,150,JQ
D00366,130,100,0.6,1110,355,150,JQ
D00366,100,95,0.6,1110,355,150,JQ
D00366,100,95,0.8,1100,0,190,JQ
D00366,100,95,0.8,1110,0,190,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1230,0,215,JQ
D00369,90,205,0.8,1220,315,215,JQ
D00369,90,205,0.8,1220,315,215,JQ
D00369,90,205,0.8,1220,325,315,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,330,210,JQ
D00369,90,205,0.8,1230,0,210,JQ
D00369,90,205,0.7,1210,0,225,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,330,215,JQ
D00369,90,205,0.8,1220,330,215,JQ
D00369,90,205,0.8,1220,330,215,JQ
D00369,90,205,0.8,1230,0,210,JQ
D00369,98,210,0.75,1210,325,180,JQ
D00369,90,205,0.7,1210,320,170,JQ
D00369,90,205,0.7,1210,320,225,JQ
D00369,90,205,0.7,1210,320,225,JQ
D00369,90,205,0.7,1210,320,225,JQ
D00369,90,205,0.8,1210,320,215,JQ
D00369,90,205,0.8,1210,320,215,JQ
D00369,90,205,0.8,1210,320,215,JQ
D00369,90,205,0.8,1210,320,215,JQ
D00369,90,205,0.8,1210,320,215,JQ
D00369,90,205,0.8,1230,0,210,JQ
D00369,90,205,0.8,1210,320,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,330,215,JQ
D00369,90,205,0.8,1220,330,215,JQ
D00369,90,205,0.8,1220,330,215,JQ
D00369,90,205,0.7,1140,330,210,JQ
D00369,90,205,0.8,1220,330,210,JQ
D00369,90,205,0.8,1220,330,210,JQ
D00369,90,205,0.7,1220,325,225,JQ
D00369,90,205,0.8,1220,324,215,JQ
D00369,90,205,0.8,1230,0,210,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,170,JQ
D00369,90,205,0.8,1185,325,170,JQ
D00369,90,205,0.8,1185,325,165,JQ
D00369,90,205,0.5,1200,325,165,JQ
D00369,90,205,0.8,1200,325,165,JQ
D00369,69,250,0,930,340,0,JQ
D00369,90,205,0.8,1200,355,165,JQ
D00369,90,205,0.8,1200,325,165,JQ
D00369,95,220,0.7,1210,0,170,JQ
D00369,85,200,0.7,1230,335,215,JQ
D00369,90,205,0.8,1235,340,215,JQ
D00369,90,205,0.8,1235,340,215,JQ
D00369,90,205,0.8,1235,340,215,JQ
D00369,90,205,0.8,1235,340,215,JQ
D00369,90,205,0.8,1230,330,215,JQ
D00369,90,205,0.7,1215,330,225,JQ
D00369,90,205,0.7,1215,330,225,JQ
D00369,90,205,0.7,1215,330,225,JQ
D00369,90,205,0.7,1215,330,225,JQ
D00369,94,212,0.7,1210,0,170,JQ
D00369,90,205,0.8,1215,330,215,JQ
D00369,90,205,0.8,1210,325,225,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,450,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1220,325,215,JQ
D00369,90,205,0.8,1225,325,215,JQ
D00369,90,205,0.8,1225,325,215,JQ
D00369,90,205,0.7,1210,0,170,JQ
D00369,90,205,0.8,1225,325,215,JQ
D00369,90,205,0.8,1225,325,215,JQ
D00369,90,205,0.8,1225,315,215,JQ
D00369,90,205,0.8,1230,320,210,JQ
D00369,90,205,0.8,1230,320,210,JQ
D00369,90,205,0.8,1230,320,210,JQ
D00369,90,205,0.8,1230,320,210,JQ
D00369,90,205,0.8,1230,320,210,JQ
D00369,90,205,0.8,1230,330,220,JQ
D00369,90,205,0.8,1230,330,210,JQ
D00369,90,205,0.7,1220,0,170,JQ
D00369,90,205,0.8,1225,330,210,JQ
D00369,90,205,0.8,1120,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,85,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1230,0,215,JQ
D00369,90,205,0.8,1230,0,215,JQ
D00369,90,205,0.7,1220,0,170,JQ
D00369,90,205,0.8,1230,0,215,JQ
D00369,90,205,0.8,1230,0,215,JQ
D00369,90,205,0.8,1230,0,215,JQ
D00369,90,205,0.8,1230,0,210,JQ
D00369,90,205,0.8,1230,0,210,JQ
D00369,90,205,0.8,1230,0,210,JQ
D00369,95,220,0.7,1210,0,225,JQ
D00369,93,220,0.6,1210,0,225,JQ
D00369,90,205,0.8,1270,0,215,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.7,1220,0,225,JQ
D00369,90,204,0.8,1210,0,215,JQ
D00369,90,205,0.8,1200,0,215,JQ
D00369,90,205,0.8,1200,0,215,JQ
D00369,90,205,0.8,1200,0,215,JQ
D00369,90,205,0.8,1200,0,1215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1200,0,210,JQ
D00369,90,205,0.8,1200,0,210,JQ
D00369,90,205,0.8,1200,0,210,JQ
D00369,90,205,0.8,1205,0,210,JQ
D00369,90,205,0.7,1220,0,215,JQ
D00369,90,205,0.7,1215,330,225,JQ
D00369,90,205,0.7,1215,330,225,JQ
D00369,90,205,0.7,1215,330,225,JQ
D00369,90,205,0.8,1215,330,215,JQ
D00369,111,230,0.8,1215,330,215,JQ
D00369,90,205,0.8,1220,330,215,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1210,325,47,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,85,195,0.8,1230,330,215,JQ
D00369,90,205,0.8,1240,340,215,JQ
D00369,90,205,0.8,1240,340,215,JQ
D00369,90,205,0.8,1240,340,215,JQ
D00369,90,205,0.8,1230,330,215,JQ
D00369,90,205,0.8,1230,330,215,JQ
D00369,90,205,0.8,1230,330,210,JQ
D00369,90,205,0.8,1230,330,210,JQ
D00369,90,205,0.7,1210,0,225,JQ
D00369,90,205,0.7,1210,0,225,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.7,1210,0,215,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1225,0,210,JQ
D00369,90,205,0.8,1225,0,210,JQ
D00369,96,210,0.75,1210,0,225,JQ
D00369,94,208,0.85,1210,0,225,JQ
D00369,90,205,0.7,1220,0,210,JQ
D00369,90,205,0.85,1210,0,225,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.7,1210,0,225,JQ
D00369,90,205,0.7,1210,0,225,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,80,205,0.7,1210,0,215,JQ
D00369,90,205,0.7,1210,0,215,JQ
D00369,90,205,0.8,1210,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1230,0,215,JQ
D00369,90,205,0.8,1230,0,215,JQ
D00369,90,205,0.8,1230,0,215,JQ
D00369,90,205,0.8,1225,0,210,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,106,220,0.6,1130,300,230,JQ
D00369,111,225,0.6,1270,290,230,JQ
D00369,111,230,0.6,1235,285,230,JQ
D00369,111,240,0.6,1200,340,230,JQ
D00369,114,235,0.6,1200,325,230,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.7,1200,315,225,JQ
D00369,90,205,0.7,1210,325,225,JQ
D00369,90,205,0.7,1200,315,225,JQ
D00369,90,205,0.7,1210,325,225,JQ
D00369,90,205,0.7,1210,325,225,JQ
D00369,90,205,0.7,1210,325,225,JQ
D00369,90,205,0.7,1210,325,225,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1220,0,215,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.8,1210,325,215,JQ
D00369,90,205,0.7,1220,325,175,JQ
D00369,90,205,0.8,1220,325,165,JQ
