,DesignId,PRL,PRW,Stretch,FRJ,FRP,FRL,MC type
1140,D00197,70.0,190.0,0.6,1150,356.7,170.0,JQ
1141,D00197,75.0,180.0,0.6,1200,356.7,180.0,JQ
1142,D00198,110.0,170.0,0.7,1100,350.0,225.0,JL
1143,D00198,85.0,165.0,0.7,1185,270.0,210.0,JL
1144,D00198,85.0,159.0,0.7,1185,270.0,210.0,JL
1145,D00198,76.0,185.0,0.9,1280,300.0,170.0,JL
1146,D00198,85.0,190.0,0.7,1180,300.0,170.0,JL
1147,D00198,80.0,170.0,0.8,1180,300.0,225.0,JL
1148,D00198,90.0,160.0,0.7,1180,280.0,215.0,JL
1149,D00198,85.0,160.0,0.7,1180,270.0,210.0,JL
1150,D00198,85.0,155.0,0.7,1185,275.0,210.0,JL
1151,D00198,85.0,160.0,0.7,1185,270.0,210.0,JL
1152,D00198,85.0,159.0,0.7,1185,270.0,210.0,JL
1153,D00198,100.0,165.0,0.65,1150,340.0,200.0,JL
1154,D00198,85.0,159.0,0.7,1140,350.0,205.0,JQ
1155,D00198,85.0,159.0,0.7,1140,350.0,205.0,JQ
1156,D00198,85.0,159.0,0.7,1140,1000.0,210.0,JQ
1157,D00198,85.0,159.0,0.7,1160,1030.0,210.0,JQ
1158,D00198,85.0,159.0,0.7,1160,1030.0,205.0,JQ
1159,D00198,85.0,159.0,0.7,1160,1030.0,205.0,JQ
1160,D00198,85.0,159.0,0.7,1140,1010.0,205.0,JQ
1161,D00198,95.0,165.0,0.65,1100,350.0,185.0,JL
1162,D00198,90.0,165.0,0.6,1180,300.0,180.0,JL
1163,D00198,87.0,165.0,0.6,1180,300.0,170.0,JL
1164,D00198,85.0,155.0,0.7,1180,300.0,170.0,JL
1165,D00198,93.0,165.0,0.75,1185,270.0,210.0,JL
1166,D00198,96.0,180.0,0.7,1185,270.0,210.0,JL
1167,D00198,85.0,170.0,0.7,1185,275.0,210.0,JL
1168,D00199,38.0,140.0,0.82,1180,350.0,170.0,JQ
1169,D00199,45.0,155.0,0.6,1160,360.0,175.0,JQ
1170,D00199,32.0,135.0,0.8,1150,360.0,175.0,JQ
1171,D00199,42.0,140.0,0.7,1130,380.0,180.0,JQ
1172,D00199,42.0,145.0,0.7,1130,380.0,180.0,JQ
1173,D00200,60.0,160.0,0.7,1310,370.0,240.0,JQ
1174,D00200,60.0,165.0,0.7,1190,356.7,240.0,JQ
1175,D00200,60.0,165.0,0.7,1190,356.7,240.0,JQ
1176,D00200,60.0,165.0,0.7,1190,356.7,240.0,JQ
1177,D00200,60.0,165.0,0.7,1260,375.0,245.0,JQ
1178,D00200,55.0,180.0,0.8,1235,440.0,210.0,JQ
1179,D00200,60.0,165.0,0.7,1235,400.0,210.0,JQ
1180,D00200,63.0,155.0,0.8,1260,375.0,245.0,JQ
1181,D00200,60.0,160.0,0.9,1250,390.0,245.0,JQ
1182,D00200,70.0,180.0,0.6,1230,410.0,230.0,JQ
1183,D00200,60.0,180.0,0.7,1225,390.0,245.0,JQ
1184,D00200,66.0,175.0,0.6,1310,380.0,240.0,JQ
1185,D00200,70.0,185.0,0.7,1300,320.0,240.0,TX
1186,D00200,60.0,160.0,0.7,1310,310.0,230.0,TX
1187,D00200,60.0,160.0,0.7,1310,320.0,230.0,TX
1188,D00200,60.0,160.0,0.7,1310,320.0,230.0,TX
1189,D00200,62.0,160.0,0.7,1310,320.0,240.0,TX
1190,D00200,60.0,160.0,0.7,1310,320.0,240.0,TX
1191,D00200,62.0,160.0,0.7,1310,320.0,240.0,TX
1192,D00200,60.0,160.0,0.7,1310,390.0,240.0,JQ
1193,D00200,60.0,165.0,0.7,1310,390.0,240.0,JQ
1194,D00200,60.0,165.0,0.7,1295,380.0,240.0,JQ
1195,D00200,60.0,165.0,0.7,1280,375.0,240.0,JQ
1196,D00200,60.0,165.0,0.7,1260,375.0,245.0,JQ
1197,D00200,60.0,165.0,0.7,1260,375.0,245.0,JQ
1198,D00200,60.0,165.0,0.7,1090,356.7,240.0,JQ
1199,D00201,95.0,170.0,0.8,1205,320.0,240.0,JL
1200,D00201,95.0,170.0,0.8,1180,310.0,250.0,JL
1201,D00201,95.0,170.0,0.8,1180,310.0,250.0,JL
1202,D00201,98.0,175.0,0.8,1220,340.0,240.0,JQ
1203,D00201,95.0,170.0,0.8,1220,340.0,240.0,JQ
1204,D00201,95.0,170.0,0.8,1220,340.0,240.0,JQ
1205,D00201,95.0,170.0,0.8,1220,340.0,240.0,JQ
1206,D00201,95.0,170.0,0.8,1220,340.0,250.0,JQ
1207,D00201,95.0,170.0,0.8,1220,340.0,250.0,JQ
1208,D00201,105.0,170.0,0.8,1220,340.0,250.0,JQ
1209,D00201,95.0,170.0,0.8,1220,340.0,250.0,JQ
1210,D00201,95.0,170.0,0.8,1190,310.0,250.0,JL
1211,D00201,100.0,170.0,0.8,1225,350.0,250.0,JQ
1212,D00201,95.0,170.0,0.7,1220,340.0,250.0,JQ
1213,D00201,95.0,170.0,0.8,1220,340.0,250.0,JQ
1214,D00201,110.0,190.0,0.6,1220,356.7,240.0,JQ
1215,D00201,95.0,170.0,0.8,1220,356.7,240.0,JQ
1216,D00201,95.0,170.0,0.8,1225,356.7,235.0,JQ
1217,D00201,95.0,170.0,0.8,1225,356.7,240.0,JQ
1218,D00201,95.0,170.0,0.8,1225,356.7,240.0,JQ
1219,D00201,95.0,170.0,0.8,1225,356.7,240.0,JQ
1220,D00201,95.0,170.0,0.8,1220,340.0,240.0,JQ
1221,D00201,95.0,170.0,0.8,1190,310.0,250.0,JL
1222,D00201,95.0,170.0,0.8,1220,340.0,240.0,JQ
1223,D00201,95.0,170.0,0.8,1220,340.0,250.0,JQ
1224,D00201,95.0,170.0,0.8,1200,340.0,250.0,JQ
1225,D00201,100.0,170.0,0.8,1220,340.0,250.0,JQ
1226,D00201,95.0,170.0,0.8,1210,340.0,250.0,JQ
1227,D00201,95.0,170.0,0.8,1210,340.0,250.0,JQ
1228,D00201,100.0,190.0,0.6,1235,356.7,200.0,JQ
1229,D00201,95.0,175.0,0.8,1200,356.7,235.0,JQ
1230,D00201,90.0,175.0,0.7,1150,356.7,235.0,JQ
1231,D00201,95.0,170.0,0.8,1150,356.7,240.0,JQ
1232,D00201,95.0,170.0,0.8,1220,340.0,240.0,JL
1233,D00201,95.0,170.0,0.8,1220,356.7,240.0,JQ
1234,D00201,95.0,170.0,0.8,1220,356.7,240.0,JQ
1235,D00201,95.0,170.0,0.8,1220,356.7,250.0,JQ
1236,D00201,95.0,170.0,0.8,1210,356.7,250.0,JQ
1237,D00201,95.0,170.0,0.8,1210,356.7,250.0,JQ
1238,D00201,95.0,170.0,0.8,1210,356.7,250.0,JQ
1239,D00201,95.0,170.0,0.8,1210,340.0,250.0,JQ
1240,D00201,95.0,170.0,0.8,1225,1000.0,220.0,JQ
1241,D00201,95.0,170.0,0.8,1225,1000.0,240.0,JQ
1242,D00201,95.0,175.0,0.8,1220,1000.0,240.0,JQ
1243,D00201,107.0,180.0,0.8,1220,330.0,240.0,JL
1244,D00201,95.0,170.0,0.8,1220,1000.0,240.0,JQ
1245,D00201,95.0,170.0,0.8,1220,1000.0,250.0,JQ
1246,D00201,95.0,170.0,0.8,1220,1000.0,250.0,JQ
1247,D00201,95.0,170.0,0.8,1220,1000.0,250.0,JQ
1248,D00201,95.0,170.0,0.8,1220,1000.0,250.0,JQ
1249,D00201,95.0,170.0,0.8,1210,356.7,250.0,JQ
1250,D00201,95.0,170.0,0.8,1220,330.0,240.0,JL
1251,D00201,95.0,170.0,0.75,1205,320.0,240.0,JL
1252,D00201,110.0,180.0,0.8,1180,310.0,250.0,JL
1253,D00201,95.0,170.0,0.8,1180,310.0,250.0,JL
1254,D00202,115.0,185.0,0.6,1175,300.0,175.0,JQ
1255,D00202,123.0,190.0,0.6,1190,290.0,185.0,JQ
1256,D00202,124.0,190.0,0.6,1200,290.0,190.0,JQ
1257,D00202,124.0,190.0,0.6,1200,290.0,190.0,JQ
1258,D00202,110.0,160.0,0.6,1200,275.0,190.0,JQ
1259,D00204,138.0,245.0,0.6,1050,356.7,200.0,JQ
1260,D00204,115.0,210.0,0.7,1120,356.7,200.0,JQ
1261,D00204,115.0,210.0,0.75,1125,356.7,195.0,JQ
1262,D00204,140.0,225.0,0.6,1125,310.0,195.0,JQ
1263,D00204,117.0,205.0,0.75,1120,315.0,195.0,JQ
1264,D00204,115.0,210.0,0.75,1125,315.0,195.0,JQ
1265,D00204,115.0,210.0,0.75,1125,315.0,195.0,JQ
1266,D00205,72.0,170.0,0.7,1060,270.0,170.0,JQ
1267,D00205,80.0,20.0,0.6,1080,310.0,235.0,JQ
1268,D00205,68.0,160.0,0.7,1080,290.0,230.0,JQ
1269,D00205,68.0,160.0,0.7,1060,270.0,240.0,JQ
1270,D00205,67.0,170.0,0.7,1080,265.0,200.0,JQ
1271,D00205,67.0,170.0,0.7,1080,356.7,200.0,JQ
1272,D00205,67.0,170.0,0.7,1050,920.0,190.0,JQ
1273,D00205,65.0,170.0,0.75,1100,275.0,195.0,JQ
1274,D00205,67.0,170.0,0.7,1080,265.0,200.0,JQ
1275,D00205,65.0,160.0,0.7,1080,265.0,200.0,JQ
1276,D00205,67.0,170.0,0.7,1080,265.0,200.0,JQ
1277,D00205,67.0,170.0,0.7,1080,265.0,200.0,JQ
1278,D00205,67.0,170.0,0.7,1080,265.0,200.0,JQ
1279,D00205,67.0,170.0,0.7,1080,265.0,200.0,JQ
1280,D00205,67.0,170.0,0.7,1080,265.0,200.0,JQ
1281,D00208,110.0,205.0,0.65,1150,360.0,200.0,JQ
1282,D00208,95.0,205.0,0.65,1120,370.0,180.0,JQ
1283,D00208,95.0,205.0,0.65,1200,365.0,175.0,JQ
1284,D00208,85.0,200.0,0.7,1210,370.0,160.0,JQ
1285,D00208,85.0,200.0,0.7,1210,370.0,165.0,JQ
1286,D00211,15.0,192.0,0.6,1010,300.0,170.0,JQ
1287,D00211,16.0,170.0,0.8,1025,280.0,200.0,JQ
1288,D00211,20.0,185.0,0.6,1025,280.0,200.0,JQ
1289,D00211,15.0,55.0,0.9,1110,245.0,145.0,TX
1290,D00211,13.0,21.0,0.65,1110,320.0,170.0,TX
1291,D00211,15.0,55.0,0.9,1110,245.0,180.0,TX
1292,D00214,110.0,210.0,0.7,1070,340.0,210.0,JQ
1293,D00214,110.0,210.0,0.7,1070,340.0,210.0,JQ
1294,D00214,110.0,210.0,0.7,1070,340.0,205.0,JQ
1295,D00214,110.0,210.0,0.7,1070,340.0,205.0,JQ
1296,D00214,110.0,210.0,0.7,1070,340.0,205.0,JQ
1297,D00214,125.0,220.0,0.6,1085,356.7,210.0,JQ
1298,D00214,110.0,210.0,0.7,1070,356.7,210.0,JQ
1299,D00214,110.0,210.0,0.7,1065,356.7,205.0,JQ
1300,D00214,110.0,210.0,0.7,1065,356.7,205.0,JQ
1301,D00215,115.0,160.0,0.7,1220,330.0,160.0,JL
1302,D00215,115.0,165.0,0.7,1220,330.0,160.0,JL
1303,D00215,110.0,162.0,0.7,1220,330.0,160.0,JQ
1304,D00215,110.0,160.0,0.7,1220,330.0,165.0,JQ
1305,D00215,112.0,165.0,0.7,1220,335.0,170.0,JQ
1306,D00215,190.0,175.0,0.6,1270,350.0,250.0,JQ
1307,D00215,145.0,180.0,0.6,1220,330.0,190.0,JQ
1308,D00215,134.0,180.0,0.6,1220,330.0,175.0,JQ
1309,D00215,115.0,165.0,0.7,1220,330.0,170.0,JQ
1310,D00215,120.0,165.0,0.6,1220,330.0,180.0,JQ
1311,D00215,115.0,180.0,0.6,1220,330.0,175.0,JQ
1312,D00215,115.0,165.0,0.7,1220,330.0,160.0,JL
1313,D00215,130.0,180.0,0.6,1220,330.0,155.0,JQ
1314,D00215,115.0,165.0,0.7,1220,330.0,160.0,JQ
1315,D00215,120.0,165.0,0.7,1220,330.0,160.0,JQ
1316,D00215,108.0,165.0,0.65,1220,330.0,150.0,JQ
1317,D00215,125.0,180.0,0.6,1220,330.0,155.0,JQ
1318,D00215,115.0,165.0,0.7,1220,330.0,170.0,JQ
1319,D00215,118.0,165.0,0.7,1220,330.0,180.0,JQ
1320,D00215,115.0,165.0,0.7,1220,330.0,160.0,JQ
1321,D00215,115.0,165.0,0.7,1220,330.0,160.0,JQ
1322,D00215,115.0,165.0,0.7,1220,380.0,160.0,JQ
1323,D00215,115.0,165.0,0.7,1220,330.0,160.0,JL
1324,D00215,112.0,150.0,0.65,1230,340.0,145.0,JL
1325,D00215,113.0,152.0,0.7,1230,350.0,150.0,JL
1326,D00215,115.0,165.0,0.7,1220,340.0,160.0,JL
1327,D00215,115.0,165.0,0.7,1220,340.0,160.0,JL
1328,D00215,132.0,180.0,0.7,1220,330.0,160.0,JL
1329,D00215,115.0,165.0,0.7,1220,330.0,160.0,JL
1330,D00218,85.0,175.0,0.6,1225,305.0,260.0,JL
1331,D00218,92.0,210.0,0.6,1200,270.0,250.0,JQ
1332,D00218,75.0,170.0,0.6,1200,260.0,250.0,JQ
1333,D00218,75.0,190.0,0.7,1200,295.0,250.0,JQ
1334,D00218,75.0,190.0,0.7,1200,295.0,260.0,JQ
1335,D00218,75.0,190.0,0.7,1200,295.0,260.0,JQ
1336,D00218,75.0,190.0,0.7,1125,305.0,260.0,JQ
1337,D00218,105.0,152.0,0.7,980,420.0,170.0,JQ
1338,D00218,108.0,155.0,0.7,980,430.0,180.0,JQ
1339,D00218,113.0,155.0,0.7,980,430.0,190.0,JQ
1340,D00218,80.0,180.0,0.6,1225,305.0,260.0,JQ
1341,D00218,75.0,190.0,0.7,1130,305.0,260.0,JL
1342,D00218,75.0,180.0,0.7,1125,305.0,260.0,JQ
1343,D00218,75.0,180.0,0.7,1130,305.0,260.0,JQ
1344,D00218,75.0,180.0,0.7,1130,305.0,260.0,JQ
1345,D00218,75.0,185.0,0.7,1110,295.0,260.0,JL
1346,D00218,75.0,185.0,0.7,1110,295.0,260.0,JL
1347,D00218,70.0,185.0,0.6,1120,320.0,180.0,JQ
1348,D00218,80.0,190.0,0.6,1120,310.0,210.0,JQ
1349,D00218,83.0,190.0,0.6,1120,310.0,230.0,JQ
1350,D00218,65.0,180.0,0.7,1130,295.0,230.0,JQ
1351,D00218,90.0,210.0,0.6,1200,295.0,250.0,JQ
1352,D00219,15.0,165.0,0.6,1170,350.0,220.0,JQ
1353,D00219,128.0,165.0,0.5,1150,375.0,220.0,JQ
1354,D00219,55.0,155.0,0.7,1200,350.0,180.0,JQ
1355,D00219,53.0,155.0,0.7,1160,325.0,195.0,JQ
1356,D00219,12.0,165.0,0.7,1150,356.7,220.0,JQ
1357,D00219,12.0,165.0,0.7,1150,375.0,220.0,JQ
1358,D00219,12.0,165.0,0.7,1150,375.0,220.0,JQ
1359,D00219,12.0,165.0,0.5,1150,356.7,220.0,JQ
1360,D00224,105.0,200.0,0.8,1135,356.7,175.0,JQ
1361,D00224,105.0,200.0,0.65,1225,356.7,210.0,JQ
1362,D00224,120.0,220.0,0.6,1230,356.7,205.0,JQ
1363,D00224,105.0,200.0,0.7,1225,356.7,210.0,JQ
1364,D00224,105.0,195.0,0.6,1225,356.7,220.0,JQ
1365,D00224,110.0,195.0,0.6,1225,356.7,220.0,JQ
1366,D00224,115.0,195.0,0.5,1225,356.7,230.0,JQ
1367,D00224,115.0,200.0,0.6,1225,356.7,225.0,JQ
1368,D00224,115.0,200.0,0.6,1225,356.7,225.0,JQ
1369,D00224,130.0,220.0,0.6,1085,330.0,205.0,JQ
1370,D00224,115.0,220.0,0.6,1230,330.0,190.0,JQ
1371,D00224,90.0,210.0,0.8,1135,356.7,165.0,JQ
1372,D00224,100.0,200.0,0.6,1230,330.0,180.0,JQ
1373,D00224,105.0,200.0,0.7,1230,320.0,205.0,JQ
1374,D00224,105.0,200.0,0.65,1230,320.0,210.0,JQ
1375,D00224,112.0,200.0,0.6,1225,320.0,220.0,JQ
1376,D00224,120.0,195.0,0.6,1225,1000.0,230.0,JQ
1377,D00224,117.0,195.0,0.6,1200,1010.0,230.0,JQ
1378,D00224,115.0,190.0,0.5,1225,1000.0,230.0,JQ
1379,D00224,115.0,200.0,0.6,1225,1000.0,225.0,JQ
1380,D00224,115.0,195.0,0.6,1225,1000.0,215.0,JQ
1381,D00224,115.0,200.0,0.6,1225,650.0,225.0,JQ
1382,D00224,90.0,195.0,0.7,1200,356.7,170.0,JQ
1383,D00224,120.0,200.0,0.6,1225,700.0,225.0,JQ
1384,D00224,118.0,200.0,0.6,1225,356.7,225.0,JQ
1385,D00224,115.0,200.0,0.6,1225,356.7,225.0,JQ
1386,D00224,115.0,200.0,0.6,1225,356.7,225.0,JQ
1387,D00224,100.0,190.0,0.65,1210,356.7,190.0,JQ
1388,D00224,100.0,190.0,0.65,1220,356.7,195.0,JQ
1389,D00224,105.0,190.0,0.7,1230,356.7,205.0,JQ
1390,D00224,105.0,200.0,0.7,1230,356.7,205.0,JQ
1391,D00224,105.0,200.0,0.7,1230,356.7,205.0,JQ
1392,D00224,105.0,200.0,0.7,1230,356.7,205.0,JQ
1393,D00226,20.0,180.0,0.8,1150,430.0,190.0,JL
1394,D00226,24.0,215.0,0.6,1170,385.0,190.0,JQ
1395,D00226,23.0,185.0,0.8,1150,385.0,190.0,JQ
1396,D00226,24.0,215.0,0.6,1110,385.0,190.0,JQ
1397,D00226,24.0,220.0,0.6,1120,410.0,190.0,JQ
1398,D00226,24.0,220.0,0.6,1110,420.0,190.0,JQ
1399,D00226,20.0,195.0,0.7,1100,425.0,190.0,JQ
1400,D00226,21.0,195.0,0.8,1100,430.0,190.0,JQ
1401,D00226,21.0,184.0,0.65,1100,430.0,190.0,JQ
1402,D00226,21.0,180.0,0.6,1120,450.0,190.0,JQ
1403,D00226,21.0,184.0,0.65,1110,445.0,190.0,JQ
1404,D00226,20.0,185.0,0.8,1140,430.0,195.0,JL
1405,D00226,21.0,184.0,0.65,1110,445.0,200.0,JQ
1406,D00226,22.0,185.0,0.65,1120,460.0,200.0,JQ
1407,D00226,21.0,185.0,0.65,1120,460.0,195.0,JQ
1408,D00226,22.0,190.0,0.65,1110,450.0,195.0,JQ
1409,D00226,22.0,180.0,0.65,1165,460.0,195.0,JQ
1410,D00226,21.0,184.0,0.65,1155,465.0,195.0,JQ
1411,D00226,21.0,184.0,0.65,1155,456.0,195.0,JQ
1412,D00226,21.0,186.0,0.7,1140,475.0,195.0,JQ
1413,D00226,21.0,186.0,0.7,1140,475.0,195.0,JQ
1414,D00226,130.0,220.0,0.6,1080,340.0,205.0,JQ
1415,D00226,21.0,184.0,0.8,1140,430.0,195.0,JL
1416,D00226,135.0,220.0,0.6,1050,340.0,215.0,JQ
1417,D00226,110.0,190.0,0.5,1050,360.0,215.0,JQ
1418,D00226,120.0,190.0,0.6,1080,340.0,205.0,JQ
1419,D00226,21.0,184.0,0.65,1155,465.0,195.0,JQ
1420,D00226,21.0,184.0,0.65,1155,465.0,195.0,JQ
1421,D00226,25.0,220.0,0.6,1150,475.0,195.0,JQ
1422,D00226,21.0,186.0,0.7,1140,475.0,195.0,JQ
1423,D00226,21.0,186.0,0.7,1140,475.0,195.0,JQ
1424,D00226,21.0,186.0,0.7,1140,475.0,195.0,JQ
1425,D00226,21.0,185.0,0.7,1140,475.0,195.0,JQ
1426,D00226,21.0,184.0,0.8,1140,430.0,185.0,JL
1427,D00226,21.0,185.0,0.7,1140,475.0,195.0,JQ
1428,D00226,21.0,185.0,0.7,1140,475.0,195.0,JQ
1429,D00226,21.0,185.0,0.7,1140,475.0,195.0,JQ
1430,D00226,21.0,184.0,0.8,1140,430.0,185.0,JL
1431,D00226,21.0,184.0,0.8,1140,430.0,185.0,JL
1432,D00226,21.0,184.0,0.8,1140,430.0,185.0,JL
1433,D00226,21.0,195.0,0.6,1200,350.0,165.0,JQ
1434,D00226,23.0,215.0,0.6,1180,375.0,180.0,JQ
1435,D00227,145.0,170.0,0.6,1130,270.0,195.0,JQ
1436,D00227,158.0,170.0,0.6,1090,285.0,210.0,JQ
1437,D00227,138.0,160.0,0.8,1080,290.0,220.0,JQ
1438,D00229,163.0,180.0,0.6,1090,320.0,200.0,JQ
1439,D00229,145.0,165.0,0.9,1090,320.0,210.0,JQ
1440,D00230,135.0,190.0,0.6,1100,280.0,210.0,JQ
1441,D00230,127.0,185.0,0.6,1090,280.0,200.0,JQ
1442,D00230,110.0,160.0,0.7,1090,265.0,200.0,JQ
1443,D00230,115.0,165.0,0.7,1090,265.0,210.0,JQ
1444,D00234,38.0,180.0,0.6,1080,320.0,160.0,JQ
1445,D00234,42.0,185.0,0.6,1080,320.0,170.0,JQ
1446,D00234,42.0,180.0,0.6,1080,320.0,190.0,JQ
1447,D00234,35.0,155.0,0.7,1080,320.0,200.0,JQ
1448,D00234,40.0,170.0,0.7,1080,320.0,200.0,JQ
1449,D00236,88.0,195.0,0.6,1100,100.0,200.0,JQ
1450,D00236,80.0,165.0,0.8,1100,750.0,200.0,JQ
1451,D00236,80.0,165.0,0.8,1020,850.0,200.0,JQ
1452,D00236,80.0,165.0,0.8,1100,760.0,200.0,JQ
1453,D00237,175.0,160.0,0.7,1020,320.0,200.0,JL
1454,D00237,185.0,160.0,0.7,1100,356.7,205.0,JQ
1455,D00237,185.0,160.0,0.7,1100,356.7,210.0,JQ
1456,D00237,185.0,160.0,0.7,1100,356.7,210.0,JQ
1457,D00237,185.0,160.0,0.7,1100,310.0,210.0,JQ
1458,D00237,185.0,160.0,0.7,1100,210.0,210.0,JQ
1459,D00237,225.0,180.0,0.6,1100,320.0,210.0,JQ
1460,D00237,185.0,160.0,0.7,1100,310.0,210.0,JQ
1461,D00237,175.0,155.0,0.7,1100,920.0,200.0,JQ
1462,D00237,175.0,160.0,0.7,1100,950.0,205.0,JQ
1463,D00237,185.0,160.0,0.7,1100,950.0,210.0,JQ
1464,D00237,175.0,155.0,0.7,1100,300.0,200.0,JL
1465,D00237,185.0,160.0,0.7,1100,950.0,210.0,JQ
1466,D00237,175.0,155.0,0.7,1100,300.0,200.0,JL
1467,D00237,175.0,155.0,0.7,1100,300.0,200.0,JL
1468,D00237,212.0,180.0,0.7,1100,300.0,200.0,JL
1469,D00237,212.0,180.0,0.7,1100,300.0,200.0,JL
1470,D00237,230.0,180.0,0.6,1100,356.7,210.0,JQ
1471,D00237,185.0,160.0,0.7,1100,356.7,210.0,JQ
1472,D00237,185.0,160.0,0.7,1100,356.7,205.0,JQ
1473,D00238,75.0,155.0,0.7,1100,356.7,205.0,JQ
1474,D00238,74.0,155.0,0.7,1100,356.7,200.0,JQ
1475,D00241,185.0,160.0,0.7,1100,310.0,210.0,JQ
1476,D00241,185.0,160.0,0.7,1100,315.0,210.0,JQ
1477,D00241,222.0,180.0,0.6,1100,315.0,210.0,JQ
1478,D00241,185.0,160.0,0.7,1100,356.7,210.0,JQ
1479,D00245,23.0,170.0,0.6,1110,310.0,200.0,JQ
1480,D00245,18.0,157.0,0.9,1090,320.0,200.0,JQ
1481,D00245,23.0,175.0,0.6,1180,350.0,220.0,JQ
1482,D00245,16.0,160.0,0.8,1100,240.0,220.0,JQ
1483,D00248,180.0,160.0,0.6,1100,320.0,160.0,JL
1484,D00248,180.0,145.0,0.5,1100,400.0,200.0,JL
1485,D00248,180.0,145.0,0.5,1100,400.0,200.0,JL
1486,D00248,180.0,145.0,0.5,1100,400.0,200.0,JL
1487,D00248,180.0,145.0,0.75,1100,400.0,200.0,JL
1488,D00248,180.0,145.0,0.75,1100,400.0,200.0,JL
1489,D00248,180.0,145.0,0.75,1100,400.0,200.0,JL
1490,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1491,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1492,D00248,180.0,135.0,0.8,1005,445.0,190.0,JQ
1493,D00248,180.0,140.0,0.7,1085,445.0,185.0,JQ
1494,D00248,190.0,160.0,0.6,1070,320.0,190.0,JL
1495,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1496,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1497,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1498,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1499,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1500,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1501,D00248,220.0,140.0,0.65,1085,445.0,190.0,JQ
1502,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1503,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1504,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1505,D00248,220.0,160.0,0.6,1050,360.0,220.0,JL
1506,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1507,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1508,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1509,D00248,180.0,140.0,0.7,1110,1110.0,190.0,JQ
1510,D00248,180.0,140.0,0.7,1160,1100.0,190.0,JQ
1511,D00248,180.0,140.0,0.7,1160,375.0,190.0,JQ
1512,D00248,180.0,140.0,0.7,1110,550.0,190.0,JQ
1513,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1514,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1515,D00248,180.0,140.0,0.7,1085,445.0,190.0,JQ
1516,D00248,225.0,165.0,0.6,1080,400.0,210.0,JL
1517,D00248,275.0,145.0,0.6,1140,450.0,200.0,JQ
1518,D00248,228.0,165.0,0.6,1090,450.0,195.0,JQ
1519,D00248,180.0,41.0,0.7,1070,450.0,195.0,JQ
1520,D00248,175.0,135.0,0.7,1025,445.0,185.0,JQ
1521,D00248,175.0,135.0,0.6,1090,445.0,185.0,JQ
1522,D00248,175.0,135.0,0.7,1190,445.0,185.0,JQ
1523,D00248,175.0,135.0,0.7,1190,445.0,185.0,JQ
1524,D00248,175.0,135.0,0.7,1190,445.0,185.0,JQ
1525,D00248,220.0,170.0,0.6,1080,1110.0,210.0,JQ
1526,D00248,220.0,170.0,0.6,1030,1110.0,200.0,JQ
1527,D00248,206.0,170.0,0.6,1080,400.0,190.0,JL
1528,D00248,180.0,135.0,0.7,1100,1210.0,185.0,JQ
1529,D00248,206.0,170.0,0.6,1120,1110.0,185.0,JQ
1530,D00248,175.0,145.0,0.8,1100,1110.0,185.0,JQ
1531,D00248,205.0,160.0,0.6,1140,1110.0,190.0,JQ
1532,D00248,180.0,140.0,0.7,1140,1110.0,200.0,JQ
1533,D00248,180.0,125.0,0.7,1080,356.7,170.0,JQ
1534,D00248,165.0,130.0,0.8,1080,356.7,170.0,JQ
1535,D00248,180.0,130.0,0.9,1140,1110.0,200.0,JQ
1536,D00248,227.0,156.0,0.6,1140,1080.0,185.0,JQ
1537,D00248,180.0,135.0,0.7,1100,1010.0,185.0,JQ
1538,D00248,175.0,130.0,0.7,1100,400.0,190.0,JL
1539,D00248,180.0,140.0,0.7,1080,1000.0,185.0,JQ
1540,D00248,180.0,140.0,0.7,1120,1110.0,195.0,JQ
1541,D00248,180.0,135.0,0.7,1120,1090.0,195.0,JQ
1542,D00248,180.0,135.0,0.7,1120,1100.0,195.0,JQ
1543,D00248,180.0,140.0,0.7,1110,1100.0,195.0,JQ
1544,D00248,180.0,140.0,0.7,1110,1100.0,190.0,JQ
1545,D00248,180.0,140.0,0.7,1110,1100.0,190.0,JQ
1546,D00248,180.0,130.0,0.8,1100,400.0,200.0,JL
1547,D00248,190.0,130.0,0.6,1100,400.0,200.0,JL
1548,D00248,210.0,160.0,0.75,1100,400.0,200.0,JL
1549,D00250,26.0,140.0,0.7,1060,350.0,215.0,JQ
1550,D00250,26.0,140.0,0.7,1060,350.0,215.0,JQ
1551,D00250,26.0,140.0,0.7,1060,350.0,215.0,JQ
